ts,slot,node_id,rain_intensity_mmph,flow_m3s,temp_C,pH,DO_mgL,EC_uScm,COD_mgL,NH3N_mgL,TN_mgL,TP_mgL,TSS_mgL,turbidity_NTU
2026-01-01 00:00:00,0,2,0.0,0.219213,15.185376,7.134745,1.48024,938.42253,153.785036,9.811353,20.094683,2.374311,66.041603,24.015326
2026-01-01 00:00:05,1,2,0.0,0.222835,15.094507,7.133615,1.552961,932.248607,146.554934,8.871758,19.956508,2.39323,70.316103,22.927977
2026-01-01 00:00:10,2,2,0.0,0.238716,15.323984,7.121894,1.495709,944.722708,157.83482,9.102372,19.605445,2.450061,72.531731,23.641525
2026-01-01 00:00:15,3,2,0.0,0.222246,15.341651,7.149609,1.534709,937.112065,148.209268,9.08834,19.32928,2.538099,70.881308,25.047137
2026-01-01 00:00:20,4,2,0.0,0.216079,14.82625,7.182663,1.43143,932.106916,128.485334,9.573478,18.164604,2.333066,73.393294,21.688425
2026-01-01 00:00:25,5,2,0.0,0.210658,15.061426,7.300817,1.580924,944.68931,129.18007,8.747931,19.371162,2.28407,77.137907,26.099651
2026-01-01 00:00:30,6,2,0.0,0.200444,15.315603,7.192098,1.581147,959.491243,146.690243,7.587545,21.086174,2.046871,68.748773,21.137572
2026-01-01 00:00:35,7,2,0.0,0.20593,14.734748,7.206166,1.521349,973.197162,145.785483,10.057626,19.856996,2.042002,78.351729,20.781737
2026-01-01 00:00:40,8,2,0.0,0.209207,14.926933,7.221346,1.515096,970.737444,138.767909,10.354322,20.693801,2.106011,81.829757,20.14626
2026-01-01 00:00:45,9,2,0.0,0.212452,15.053474,7.198423,1.434727,907.840753,142.834726,9.550363,19.212059,2.125186,80.747182,22.760413
2026-01-01 00:00:50,10,2,0.0,0.232036,15.313276,7.243684,1.481836,949.752967,139.834818,8.19837,20.527933,2.556788,83.065858,21.827738
2026-01-01 00:00:55,11,2,0.0,0.204931,15.254727,7.206621,1.52642,936.031727,142.634999,10.949436,19.445989,2.424718,83.347031,21.50586
2026-01-01 00:01:00,12,2,0.0,0.194186,14.95382,7.181816,1.496814,944.189343,123.151634,9.395651,19.456952,2.415309,85.998438,21.941439
2026-01-01 00:01:05,13,2,0.0,0.217807,15.438662,7.201893,1.53044,935.347812,126.030443,8.776642,18.058022,2.324575,85.738162,20.533296
2026-01-01 00:01:10,14,2,0.0,0.235572,15.362356,7.139126,1.427434,945.656566,137.379155,8.977299,17.154168,2.630407,79.217504,25.161393
2026-01-01 00:01:15,15,2,0.0,0.20099,15.084735,7.225496,1.545374,942.903822,156.623647,10.173108,19.001183,2.084847,80.292018,25.61726
