ts,slot,node_id,rain_intensity_mmph,flow_m3s,temp_C,pH,DO_mgL,EC_uScm,COD_mgL,NH3N_mgL,TN_mgL,TP_mgL,TSS_mgL,turbidity_NTU
2026-01-01 00:00:00,0,11,0.0,0.067578,15.329441,6.974344,1.026359,1046.189885,603.177752,12.605844,34.314559,3.970426,171.787122,42.78395
2026-01-01 00:00:05,1,11,0.0,0.067354,14.417633,7.099034,1.114768,1111.63905,617.899064,11.728696,38.219479,3.159849,119.463399,41.94212
2026-01-01 00:00:10,2,11,0.0,0.064908,15.450211,6.709325,0.801024,1171.068573,592.733693,13.494902,36.243148,4.52241,137.124375,33.665022
2026-01-01 00:00:15,3,11,0.0,0.064721,15.833056,7.012528,0.865007,1018.936047,670.786968,15.198959,36.87959,4.051394,143.884083,39.313987
2026-01-01 00:00:20,4,11,0.0,0.06718,14.393129,6.972455,1.291365,1171.556846,547.456468,10.27737,34.328806,3.860314,191.503715,43.242357
2026-01-01 00:00:25,5,11,0.0,0.069974,14.938217,6.653987,1.1315,996.138699,713.057575,8.045306,36.960581,4.493002,142.244471,49.023608
2026-01-01 00:00:30,6,11,0.0,0.063785,15.226862,6.794017,0.902239,1118.545919,630.110212,12.436508,42.875013,4.459739,101.16567,46.618818
2026-01-01 00:00:35,7,11,0.0,0.062743,15.054356,7.142075,1.217875,1018.703957,688.259401,8.84651,39.710168,3.773251,151.239347,44.400766
2026-01-01 00:00:40,8,11,0.0,0.064805,15.354898,6.784229,0.902455,1033.310054,545.912529,9.968451,31.238342,4.204482,166.31693,48.702078
2026-01-01 00:00:45,9,11,0.0,0.062458,14.749422,6.548821,1.067627,1061.756811,760.232664,16.112292,39.568615,4.030924,131.768419,45.660845
2026-01-01 00:00:50,10,11,0.0,0.060599,15.437805,6.821429,0.695258,1137.808718,649.734593,9.783475,36.844416,4.686024,129.373862,44.007692
2026-01-01 00:00:55,11,11,0.0,0.069532,15.388637,7.203586,1.132819,1126.389094,755.996036,9.339526,35.094674,3.397818,143.542222,33.611642
2026-01-01 00:01:00,12,11,0.0,0.063522,15.116031,6.45424,0.98929,1180.998506,573.442628,13.404576,38.254677,4.796405,155.304317,40.351222
2026-01-01 00:01:05,13,11,0.0,0.065106,15.477253,6.904625,1.019276,1027.675876,516.916228,13.499208,37.668772,4.632897,139.789898,46.100356
2026-01-01 00:01:10,14,11,0.0,0.061031,15.143779,6.9861,0.902756,1076.52625,590.23012,14.755359,35.823836,3.768601,172.898569,35.699964
2026-01-01 00:01:15,15,11,0.0,0.067357,14.685742,6.892556,1.316258,1082.251684,665.569065,9.065567,33.572718,3.690597,145.080565,51.601004
2026-01-01 00:01:20,16,11,0.0,0.064808,15.383632,6.566123,1.185747,1142.509951,702.003665,11.347585,32.022137,4.239816,170.770798,45.600877
2026-01-01 00:01:25,17,11,0.0,0.061778,14.899809,6.811464,0.857229,995.576442,555.530956,13.31721,38.331242,3.203969,134.481218,56.460036
2026-01-01 00:01:30,18,11,0.0,0.062643,15.301307,6.746845,0.879549,1082.843374,688.585614,11.110736,36.398179,4.142299,173.271598,46.067976
2026-01-01 00:01:35,19,11,0.0,0.066159,15.328783,7.271773,1.050742,990.569681,630.893141,14.730955,33.950303,4.107263,127.12785,47.583155
2026-01-01 00:01:40,20,11,0.0,0.068622,14.984271,6.650116,0.755359,1137.767777,677.913351,11.063848,34.923783,4.311958,160.828418,38.52845
2026-01-01 00:01:45,21,11,0.0,0.061081,14.86724,7.009591,0.982903,1001.968392,511.941169,11.377218,33.528454,3.608035,146.203017,53.821679
2026-01-01 00:01:50,22,11,0.0,0.061884,15.649399,6.661484,0.970192,961.271024,540.193108,11.299905,30.932274,5.456267,118.60603,48.271617
2026-01-01 00:01:55,23,11,0.0,0.068631,15.06106,7.025918,1.038138,1033.517747,497.062712,14.319683,39.932735,4.113567,161.126276,45.067191
2026-01-01 00:02:00,24,11,0.0,0.067323,15.320465,6.803866,0.879961,1174.778419,599.31636,12.762971,35.545983,4.711339,162.945986,48.738952
2026-01-01 00:02:05,25,11,0.0,0.06927,15.325736,6.778486,1.065335,1062.981826,679.990543,11.245272,27.447778,4.258227,145.913848,44.73233
2026-01-01 00:02:10,26,11,0.0,0.061575,15.469246,7.155604,0.938835,1246.531532,703.071522,10.379772,38.031026,4.517518,166.954183,39.736459
2026-01-01 00:02:15,27,11,0.0,0.066558,15.635445,6.772748,1.064732,1107.652462,547.103182,12.239254,36.232235,3.309909,168.317733,41.458925
2026-01-01 00:02:20,28,11,0.0,0.06232,15.520836,6.566511,0.999752,1167.716035,635.765228,12.74989,37.235332,5.061524,144.63561,46.635774
2026-01-01 00:02:25,29,11,0.0,0.063025,15.456555,6.730329,0.981738,1216.221309,634.924695,12.472181,39.297247,4.318161,144.141382,55.147652
2026-01-01 00:02:30,30,11,0.0,0.065388,16.049007,6.879027,0.999933,1084.32377,461.480467,12.017218,34.398111,4.278053,174.592488,41.881546
2026-01-01 00:02:35,31,11,0.0,0.063826,15.273462,7.051093,0.688363,1131.919311,624.647105,12.58786,35.60223,4.359302,135.150128,49.260858
2026-01-01 00:02:40,32,11,0.0,0.065677,15.448484,6.50715,0.843845,1001.78052,453.269247,10.726563,29.726009,4.285059,198.315586,39.052365
2026-01-01 00:02:45,33,11,0.0,0.063837,14.89292,6.829236,0.911997,1081.703315,591.842212,12.343772,32.905837,4.116389,138.841238,48.30264
2026-01-01 00:02:50,34,11,0.0,0.067525,15.343538,6.628971,1.039268,1054.79804,548.072791,11.703664,38.761653,3.868872,182.734629,47.879521
2026-01-01 00:02:55,35,11,0.0,0.06236,15.531849,6.502189,0.979927,1173.171164,647.528166,9.907648,34.857456,3.358596,138.826139,40.517418
2026-01-01 00:03:00,36,11,0.0,0.060723,15.350466,7.224183,1.161594,1181.197404,657.192674,12.076103,33.502885,5.023586,129.927627,48.434914
2026-01-01 00:03:05,37,11,0.0,0.067838,14.690508,6.876222,1.598764,1197.431922,710.34652,12.051252,36.084204,3.408382,165.956977,37.018875
2026-01-01 00:03:10,38,11,0.0,0.068945,14.928011,6.615737,0.957046,985.743264,605.884097,9.429346,31.403137,4.614636,141.899789,44.909402
2026-01-01 00:03:15,39,11,0.0,0.06823,15.528999,6.801129,1.080913,1103.452124,626.382972,13.837219,32.782669,4.287679,101.110717,43.332027
2026-01-01 00:03:20,40,11,0.0,0.064473,15.13499,6.727881,1.098438,1091.12758,532.446693,11.093367,38.172051,3.61433,169.707204,52.735272
2026-01-01 00:03:25,41,11,0.0,0.06444,15.241873,6.709444,1.619748,1043.680462,551.534791,12.084152,28.163781,4.437642,161.6969,43.258094
2026-01-01 00:03:30,42,11,0.0,0.063088,14.889096,7.010374,1.004848,1101.741558,558.204936,10.495247,32.946395,3.763951,115.123066,52.540971
2026-01-01 00:03:35,43,11,0.0,0.064672,15.320279,7.231703,0.66867,1067.42702,589.705168,11.6629,35.436588,5.127494,125.482261,52.411956
2026-01-01 00:03:40,44,11,0.0,0.060347,15.38792,7.088182,0.984451,1068.606505,762.521286,16.293544,36.592377,3.973869,147.597809,57.230496
2026-01-01 00:03:45,45,11,0.0,0.066701,14.862228,6.663426,0.530152,1136.137762,610.933272,12.955329,31.626158,4.519803,141.388505,30.037971
2026-01-01 00:03:50,46,11,0.0,0.067033,15.534087,6.756289,0.86024,1052.841087,708.305314,11.503987,36.992343,3.72474,171.748633,46.739031
2026-01-01 00:03:55,47,11,0.0,0.068178,15.122666,6.759383,0.924647,1040.387218,647.823651,9.626908,35.171627,3.471187,160.813657,53.2053
2026-01-01 00:04:00,48,11,0.0,0.066459,14.889663,6.996666,0.908183,945.833949,664.970931,11.265198,39.989661,3.975268,142.179339,47.453072
2026-01-01 00:04:05,49,11,0.0,0.061778,14.745452,6.992322,1.450039,1106.897486,615.255138,11.038557,37.596936,4.92778,128.075423,45.139954
2026-01-01 00:04:10,50,11,0.0,0.068584,15.046519,6.703898,1.422235,1149.035832,590.88851,12.787336,34.041786,3.095729,122.014447,47.769633
2026-01-01 00:04:15,51,11,0.0,0.063753,15.229679,6.969379,1.097839,1045.707397,613.79681,10.666014,39.404088,3.656619,167.678271,40.767478
2026-01-01 00:04:20,52,11,0.0,0.066397,14.948957,7.034265,1.388509,1029.006287,537.235987,13.485682,35.166546,3.977159,127.423094,54.716965
2026-01-01 00:04:25,53,11,0.0,0.062135,15.061874,6.956501,1.0999,1102.298503,553.118887,11.555942,36.683843,3.480505,145.635542,44.470406
2026-01-01 00:04:30,54,11,0.0,0.064098,15.049416,6.733418,1.321522,1034.557685,599.494926,9.131222,32.754503,3.3413,148.902946,43.012251
2026-01-01 00:04:35,55,11,0.0,0.06629,14.84109,7.061857,0.810235,1092.686753,608.630258,14.120733,31.299989,4.551228,122.483194,31.134069
2026-01-01 00:04:40,56,11,0.0,0.066562,15.162154,7.030229,1.020752,1043.227263,438.992422,11.225541,28.972814,3.607116,155.77692,49.620326
2026-01-01 00:04:45,57,11,0.0,0.063039,15.909979,6.887502,1.121749,1149.446882,518.682196,10.414819,32.815574,3.558826,168.650739,37.178854
2026-01-01 00:04:50,58,11,0.0,0.065971,14.76128,7.074181,1.360379,1041.305102,648.449467,11.887026,35.008873,3.662109,149.229273,53.706479
2026-01-01 00:04:55,59,11,0.0,0.060039,15.673133,7.09741,1.253252,1275.818828,659.63748,12.772891,32.610967,3.894038,123.876171,51.382284
2026-01-01 00:05:00,60,11,0.0,0.065936,14.806592,7.385315,0.855239,1083.197611,469.596341,10.945188,36.019618,4.283973,165.368964,43.752091
2026-01-01 00:05:05,61,11,0.0,0.069074,15.567638,6.93454,1.12867,979.783177,614.186613,13.272477,34.281555,3.332831,136.42391,33.046746
2026-01-01 00:05:10,62,11,0.0,0.065313,15.000957,6.93544,0.924564,1051.975404,874.174656,10.155035,35.014222,3.878095,131.634761,40.512259
2026-01-01 00:05:15,63,11,0.0,0.064397,15.509429,6.608825,1.093266,1189.818631,691.2541,14.307486,39.792566,3.649967,193.16774,45.902449
2026-01-01 00:05:20,64,11,0.0,0.064707,15.241346,7.033369,1.114438,1200.199297,506.386361,8.786598,40.845864,3.272731,114.095446,45.489266
2026-01-01 00:05:25,65,11,0.0,0.060866,15.541416,6.855562,1.135787,1106.033579,613.22357,10.910139,29.124923,3.71549,126.089762,40.773942
2026-01-01 00:05:30,66,11,0.0,0.06421,15.21677,6.89564,1.130422,982.619718,616.542168,14.109243,30.516311,4.500544,157.155731,54.500857
2026-01-01 00:05:35,67,11,0.0,0.068291,14.970837,6.591402,0.983407,1006.455686,583.990295,10.867256,35.672503,4.17708,146.934461,39.459303
2026-01-01 00:05:40,68,11,0.0,0.069414,15.57137,6.702993,0.987725,1201.401314,679.994013,11.198388,33.455363,4.403157,154.415648,32.961112
2026-01-01 00:05:45,69,11,0.0,0.061798,15.218894,6.845463,1.177903,1075.304077,691.746321,8.899159,29.083288,2.675433,153.999737,49.558506
2026-01-01 00:05:50,70,11,0.0,0.066967,14.896988,6.611962,0.585229,1144.515608,556.99812,13.891891,36.548623,3.605666,147.071704,49.28518
2026-01-01 00:05:55,71,11,0.0,0.065099,14.699986,7.052929,0.857184,1129.872482,650.904482,11.854347,30.593772,4.26405,171.447581,43.402645
2026-01-01 00:06:00,72,11,0.0,0.069409,15.034631,6.986153,0.81619,1022.003178,542.955259,13.427288,37.649309,3.773342,166.766792,43.571088
2026-01-01 00:06:05,73,11,0.0,0.064545,15.290485,7.046524,1.216416,1062.671672,590.754548,12.689742,38.864682,4.022692,145.89286,43.793884
2026-01-01 00:06:10,74,11,0.0,0.062194,15.131207,6.876106,1.02066,1077.010463,728.512008,8.486345,39.54017,4.028966,145.298648,42.726782
2026-01-01 00:06:15,75,11,0.0,0.060451,15.15205,7.206227,1.092741,1056.947351,526.052029,8.295486,32.138853,3.127637,156.333902,49.868574
