ts,slot,node_id,rain_intensity_mmph,flow_m3s,temp_C,pH,DO_mgL,EC_uScm,COD_mgL,NH3N_mgL,TN_mgL,TP_mgL,TSS_mgL,turbidity_NTU
2026-01-01 00:00:00,0,1,0.0,0.130787,15.238246,7.059044,1.504443,936.303039,159.913899,8.301527,19.31548,2.500038,56.202419,22.384064
2026-01-01 00:00:05,1,1,0.0,0.139389,14.83551,7.121465,1.388269,923.238524,121.215823,9.569663,17.478423,2.369341,70.122814,19.418455
2026-01-01 00:00:10,2,1,0.0,0.116323,15.373317,7.287082,1.63609,961.101525,115.72297,7.08381,18.04091,1.78673,72.313562,23.16212
2026-01-01 00:00:15,3,1,0.0,0.103897,15.431029,7.152026,1.485994,961.364137,152.987459,7.370535,20.554068,1.734479,63.776157,16.41111
2026-01-01 00:00:20,4,1,0.0,0.127331,14.564229,7.179835,1.469588,960.379678,148.67927,9.385908,20.195815,1.807715,75.579333,19.274445
2026-01-01 00:00:25,5,1,0.0,0.119115,14.759566,7.199234,1.518452,971.148403,130.732562,9.640163,20.906934,1.934091,76.5447,22.022001
2026-01-01 00:00:30,6,1,0.0,0.121205,15.189255,7.11759,1.367335,890.07653,137.593422,9.425258,18.578086,2.086505,82.930388,22.825587
2026-01-01 00:00:35,7,1,0.0,0.128167,15.056714,7.252188,1.495354,958.552164,137.993092,6.952531,21.284485,2.163779,82.728749,21.667227
2026-01-01 00:00:40,8,1,0.0,0.118131,15.147232,7.193973,1.483281,939.779726,134.851782,11.678439,19.309271,2.262223,78.510723,22.214075
2026-01-01 00:00:45,9,1,0.0,0.120095,14.897046,7.168253,1.486294,941.234591,117.75059,8.099243,18.726318,2.271815,86.125849,21.541239
2026-01-01 00:00:50,10,1,0.0,0.121872,15.417467,7.247201,1.597625,925.287088,103.621992,8.848093,17.1111,2.269786,82.394189,20.118278
2026-01-01 00:00:55,11,1,0.0,0.137661,15.387675,7.133461,1.399974,927.481569,123.366279,8.322941,15.142931,2.569511,74.691761,25.10151
2026-01-01 00:01:00,12,1,0.0,0.123354,15.174838,7.20192,1.496892,931.962144,155.394382,11.403087,16.209063,1.866098,78.300281,26.648872
2026-01-01 00:01:05,13,1,0.0,0.110786,15.493894,7.149255,1.450689,941.583639,155.963168,10.357151,19.781981,2.370432,72.318547,20.957869
2026-01-01 00:01:10,14,1,0.0,0.111274,15.296669,7.137219,1.482722,883.335471,130.65398,9.290763,17.550174,2.370891,67.656973,17.599901
2026-01-01 00:01:15,15,1,0.0,0.124716,14.899325,7.300126,1.566525,956.317771,122.398411,9.213485,16.088865,1.974621,80.940881,20.436384
2026-01-01 00:01:20,16,1,0.0,0.112119,15.268435,7.206301,1.489687,962.901167,137.329535,10.088613,18.55484,2.425416,65.583267,21.417181
2026-01-01 00:01:25,17,1,0.0,0.107881,14.870844,7.24738,1.478011,950.216739,139.358094,8.384474,19.967369,2.386793,76.13165,14.542204
2026-01-01 00:01:30,18,1,0.0,0.12995,15.422745,7.174007,1.31203,953.339916,141.397333,10.344476,20.252187,2.28452,59.304108,25.203113
2026-01-01 00:01:35,19,1,0.0,0.130531,15.144934,7.148548,1.562735,962.807056,103.962873,9.236474,19.378567,1.692595,78.313063,19.288379
2026-01-01 00:01:40,20,1,0.0,0.120095,15.105156,7.044167,1.370115,944.638742,172.27895,10.525684,19.328865,2.539652,71.98653,18.738483
2026-01-01 00:01:45,21,1,0.0,0.126804,14.957041,7.18415,1.462305,993.451265,148.07437,10.492264,18.388068,2.357067,82.40514,20.215753
2026-01-01 00:01:50,22,1,0.0,0.12584,15.528789,7.117084,1.431448,938.986496,132.209247,9.204353,20.747018,2.402983,76.137056,19.831798
2026-01-01 00:01:55,23,1,0.0,0.130074,15.116376,7.204723,1.317456,963.369849,126.060957,7.460734,19.139918,1.456102,76.953508,21.435728
2026-01-01 00:02:00,24,1,0.0,0.130189,15.034946,7.135366,1.511072,916.708047,146.629572,9.635108,19.355242,2.172601,78.449136,23.650321
2026-01-01 00:02:05,25,1,0.0,0.098175,15.058515,7.223394,1.466204,935.805898,140.825993,8.199251,21.597978,1.948757,73.197506,25.123686
