ts,slot,node_id,rain_intensity_mmph,flow_m3s,temp_C,pH,DO_mgL,EC_uScm,COD_mgL,NH3N_mgL,TN_mgL,TP_mgL,TSS_mgL,turbidity_NTU
2026-01-01 00:00:00,0,3,0.0,0.229919,15.185931,7.145476,1.739485,900.538519,147.61648,9.396671,19.304646,2.27979,67.985855,24.397931
2026-01-01 00:00:05,1,3,0.0,0.229268,15.162211,7.143703,1.701684,908.8791,147.676431,9.428208,19.375677,2.285548,66.204269,24.534493
2026-01-01 00:00:10,2,3,0.0,0.229578,15.19035,7.14601,1.73361,904.489637,148.083664,9.412808,19.300914,2.274544,66.058318,23.899803
2026-01-01 00:00:15,3,3,0.0,0.229818,15.183756,7.146548,1.735848,903.504138,148.114198,9.403027,19.276366,2.276234,67.358343,24.039247
2026-01-01 00:00:20,4,3,0.0,0.229318,15.161802,7.144694,1.715763,907.524065,148.010548,9.390335,19.342775,2.279779,66.780803,24.041525
2026-01-01 00:00:25,5,3,0.0,0.233285,15.082594,7.145966,1.779805,899.47916,141.370381,8.497278,19.16594,2.296328,72.249494,22.71363
2026-01-01 00:00:30,6,3,0.0,0.249054,15.319359,7.134555,1.728189,913.77238,152.46098,8.738556,18.896729,2.353689,73.413514,23.638103
2026-01-01 00:00:35,7,3,0.0,0.232563,15.328072,7.158209,1.784799,902.780606,142.655145,8.72965,18.692949,2.439367,71.85865,24.84804
2026-01-01 00:00:40,8,3,0.0,0.226166,14.861733,7.192832,1.678493,899.039026,123.818056,9.189964,17.511857,2.247138,72.49283,21.69321
2026-01-01 00:00:45,9,3,0.0,0.221008,15.057874,7.306256,1.84467,907.543985,124.202529,8.377212,18.616796,2.188385,77.516071,25.844313
2026-01-01 00:00:50,10,3,0.0,0.211129,15.321352,7.201869,1.871391,915.714908,140.533654,7.274593,20.110797,1.960289,70.283683,21.304627
2026-01-01 00:00:55,11,3,0.0,0.216268,14.763528,7.215277,1.81277,941.545196,140.009757,9.598314,19.05392,1.956198,78.165824,20.528418
2026-01-01 00:01:00,12,3,0.0,0.219646,14.943312,7.228534,1.800891,929.718719,133.536631,9.901938,19.874326,2.021656,81.823938,20.13802
2026-01-01 00:01:05,13,3,0.0,0.223271,15.062657,7.207448,1.654961,873.594975,136.857192,9.140564,18.450517,2.028938,80.860177,22.785708
2026-01-01 00:01:10,14,3,0.0,0.242376,15.307069,7.248265,1.71781,920.454464,134.677809,7.893988,19.746535,2.464074,81.677896,21.581068
2026-01-01 00:01:15,15,3,0.0,0.21582,15.230708,7.214959,1.827438,902.195534,136.874665,10.445507,18.61042,2.310053,83.315843,21.991975
2026-01-01 00:01:20,16,3,0.0,0.204976,14.96734,7.192305,1.811446,909.829917,118.06183,8.925271,18.540656,2.312179,85.391316,21.866333
2026-01-01 00:01:25,17,3,0.0,0.22864,15.398164,7.212232,1.790529,902.307522,121.611963,8.411298,17.317096,2.225521,83.840759,20.415956
2026-01-01 00:01:30,18,3,0.0,0.246023,15.362842,7.150242,1.669927,914.28435,132.567746,8.620791,16.594722,2.542217,80.081236,24.959545
2026-01-01 00:01:35,19,3,0.0,0.211712,15.081717,7.235558,1.841637,903.600038,149.873873,9.688136,18.279648,1.989223,80.08943,25.426786
2026-01-01 00:01:40,20,3,0.0,0.212978,15.308011,7.199152,1.789704,899.195831,152.698038,9.662564,18.463919,2.208955,73.371426,23.057739
2026-01-01 00:01:45,21,3,0.0,0.214316,15.176715,7.174724,1.844462,874.643191,126.672006,8.774093,18.133497,2.500136,76.947615,20.572392
2026-01-01 00:01:50,22,3,0.0,0.232704,15.150268,7.287458,1.819418,934.012241,135.707595,9.061221,17.900446,2.186483,83.912943,22.328472
2026-01-01 00:01:55,23,3,0.0,0.218239,15.224799,7.215485,1.733006,908.927765,136.638004,10.034593,20.679029,2.338556,72.841155,20.974066
2026-01-01 00:02:00,24,3,0.0,0.208355,14.968147,7.272388,1.795852,905.249498,141.287127,8.836893,20.143357,2.317862,84.633574,18.683128
2026-01-01 00:02:05,25,3,0.0,0.228029,15.265484,7.189718,1.695008,924.026188,139.008692,9.987092,18.312007,2.31302,68.444064,23.031822
2026-01-01 00:02:10,26,3,0.0,0.234563,15.262828,7.181777,1.712867,915.362872,118.009743,9.282943,18.817632,1.874825,84.004268,20.467245
2026-01-01 00:02:15,27,3,0.0,0.220502,15.136067,7.127622,1.702386,925.655352,163.133455,10.445325,17.495639,2.341823,76.542832,21.424774
2026-01-01 00:02:20,28,3,0.0,0.209491,15.002193,7.215852,1.787487,933.147797,145.595506,10.040031,18.355692,2.275073,78.904781,22.341753
2026-01-01 00:02:25,29,3,0.0,0.239813,15.285398,7.149809,1.722638,906.467899,128.089822,9.789976,19.772565,2.38268,80.841187,22.567977
2026-01-01 00:02:30,30,3,0.0,0.249122,15.187917,7.24001,1.650347,928.409159,137.759426,7.728053,19.590056,1.829664,80.651746,22.23974
2026-01-01 00:02:35,31,3,0.0,0.2338,15.125595,7.190688,1.807067,901.471445,141.53502,9.398971,20.137226,2.147248,82.030417,22.296764
2026-01-01 00:02:40,32,3,0.0,0.192365,15.11489,7.259923,1.906319,899.562851,140.233709,8.857881,20.680209,2.015285,77.744754,24.907858
2026-01-01 00:02:45,33,3,0.0,0.232851,15.309713,7.301482,1.761708,933.038761,131.000741,9.830261,20.733397,2.508009,77.410678,24.235592
2026-01-01 00:02:50,34,3,0.0,0.235697,15.515061,7.302581,1.851842,892.9379,136.299116,9.42985,18.467485,2.136089,80.462029,20.595493
2026-01-01 00:02:55,35,3,0.0,0.229307,15.190505,7.234381,1.747197,888.852205,131.157499,8.81611,19.24284,2.550384,78.117406,22.084391
2026-01-01 00:03:00,36,3,0.0,0.217001,15.254673,7.221588,1.81261,906.747829,146.527694,8.561427,18.905442,2.5266,79.271494,22.055003
2026-01-01 00:03:05,37,3,0.0,0.240956,15.354729,7.20152,1.785291,904.543253,145.829904,9.457508,17.14832,2.55002,85.221158,23.322273
2026-01-01 00:03:10,38,3,0.0,0.234768,15.155229,7.218342,1.828373,893.318574,137.438837,9.114475,20.749874,2.515978,76.001663,23.608981
2026-01-01 00:03:15,39,3,0.0,0.224073,15.232323,7.199876,1.791606,893.685326,136.051493,11.838487,18.237596,2.175979,72.164209,21.861555
2026-01-01 00:03:20,40,3,0.0,0.25677,15.069401,7.275958,1.780943,907.877668,150.42844,10.361573,19.900969,2.372984,85.310017,22.609999
2026-01-01 00:03:25,41,3,0.0,0.22473,15.179723,7.206298,1.793945,861.861311,126.209638,10.35465,19.798281,2.470425,80.426158,24.507532
2026-01-01 00:03:30,42,3,0.0,0.231936,15.192326,7.303606,1.768022,905.584663,138.43365,11.024366,20.807084,2.247929,78.104325,23.627826
2026-01-01 00:03:35,43,3,0.0,0.210618,15.276067,7.226046,1.871247,902.588448,135.392134,10.749832,19.295409,2.111607,85.10416,25.29202
2026-01-01 00:03:40,44,3,0.0,0.242165,15.143479,7.224919,1.803044,903.241409,135.235239,10.361814,20.481125,2.223013,85.274066,24.706577
2026-01-01 00:03:45,45,3,0.0,0.233101,15.14171,7.213625,1.734455,894.020988,135.181705,9.809324,19.101067,2.343145,90.607922,24.731816
2026-01-01 00:03:50,46,3,0.0,0.240534,15.286975,7.243435,1.88078,902.577218,142.9277,9.295879,17.088112,2.408891,78.876849,21.598788
2026-01-01 00:03:55,47,3,0.0,0.239289,15.290727,7.261172,1.769954,932.310061,134.71072,10.40234,19.28104,2.447927,86.383741,27.386581
2026-01-01 00:04:00,48,3,0.0,0.226131,15.304525,7.229271,1.656773,894.272116,122.266669,10.386895,17.349468,2.279894,76.237137,20.472472
2026-01-01 00:04:05,49,3,0.0,0.240455,15.123011,7.201108,1.751065,909.252671,128.869779,10.065112,19.143272,2.253406,81.372601,23.600978
2026-01-01 00:04:10,50,3,0.0,0.238077,15.34803,7.265247,1.887616,920.397322,141.318233,10.700243,18.876221,2.383578,84.111459,24.195388
2026-01-01 00:04:15,51,3,0.0,0.247707,15.281111,7.237736,1.699675,888.30976,131.458055,11.394324,18.93806,2.597035,78.569514,22.252106
2026-01-01 00:04:20,52,3,0.0,0.24339,15.292217,7.269854,1.692798,893.210443,142.779072,10.602866,21.249822,2.345091,83.714103,20.032019
2026-01-01 00:04:25,53,3,0.0,0.226905,15.338385,7.2402,1.911146,924.723968,145.844131,8.432477,21.214346,2.300686,84.358524,22.214405
2026-01-01 00:04:30,54,3,0.0,0.219273,15.257657,7.231249,1.827133,895.765301,136.281186,8.445156,20.58151,2.084096,84.282716,21.113048
2026-01-01 00:04:35,55,3,0.0,0.223464,15.32381,7.220745,1.70032,941.011572,131.829871,11.101909,19.18083,2.286324,79.61392,20.473816
2026-01-01 00:04:40,56,3,0.0,0.248804,15.066302,7.306025,1.722049,893.119513,137.791239,11.093494,19.230986,2.418509,97.558341,22.448074
2026-01-01 00:04:45,57,3,0.0,0.20412,15.250061,7.2539,1.802385,938.999747,139.533512,8.417611,21.862724,2.355313,82.252727,22.874976
2026-01-01 00:04:50,58,3,0.0,0.233164,15.235386,7.24464,1.826016,895.169853,131.793151,10.669982,19.835883,2.744224,73.973771,19.554897
2026-01-01 00:04:55,59,3,0.0,0.237646,14.889517,7.219347,1.76596,893.93918,154.219909,10.016318,18.804386,2.50562,86.76544,22.434262
2026-01-01 00:05:00,60,3,0.0,0.229027,15.037158,7.201366,1.759298,896.374408,128.363487,8.523017,20.04426,2.586207,84.67258,22.560131
2026-01-01 00:05:05,61,3,0.0,0.256745,15.266304,7.19666,1.569693,927.386611,145.003511,9.844363,20.24354,2.564406,84.668228,20.496012
2026-01-01 00:05:10,62,3,0.0,0.229125,14.994574,7.254201,1.789543,892.495277,139.032305,10.317597,18.545607,2.254076,84.011236,22.504579
2026-01-01 00:05:15,63,3,0.0,0.244855,15.260789,7.219359,1.78266,924.488791,153.590851,9.683009,18.844417,2.292914,79.630275,21.995844
2026-01-01 00:05:20,64,3,0.0,0.244179,15.212519,7.256166,1.846459,925.628872,133.388553,10.244289,18.814466,2.091354,84.43353,23.950399
2026-01-01 00:05:25,65,3,0.0,0.253988,14.982915,7.233749,1.695384,946.33451,136.511566,11.644456,18.324678,2.348857,74.101962,24.725767
2026-01-01 00:05:30,66,3,0.0,0.224028,15.35664,7.14842,1.812274,935.040854,143.205338,9.458931,19.270779,2.271111,89.579898,23.529479
2026-01-01 00:05:35,67,3,0.0,0.227083,14.963708,7.210225,1.739706,907.672977,132.758505,9.372941,18.805969,2.355462,81.445981,22.272687
2026-01-01 00:05:40,68,3,0.0,0.222927,15.228605,7.286756,1.737659,892.129978,125.391836,9.150754,19.717406,2.14811,85.850825,20.4908
2026-01-01 00:05:45,69,3,0.0,0.241914,15.218262,7.220269,1.774823,915.723114,140.317767,10.692537,20.351969,2.433667,81.615432,25.835276
2026-01-01 00:05:50,70,3,0.0,0.254661,15.237334,7.200014,1.756491,906.378646,139.30767,10.139956,21.146602,2.407965,82.319322,21.868097
2026-01-01 00:05:55,71,3,0.0,0.234833,15.152462,7.224437,1.688835,953.975262,138.995202,10.475425,20.78634,2.312751,88.182444,23.384033
2026-01-01 00:06:00,72,3,0.0,0.233088,15.381972,7.215234,1.767345,924.740816,132.671811,11.533568,20.113886,2.218933,93.130784,21.6737
2026-01-01 00:06:05,73,3,0.0,0.231785,15.143239,7.258204,1.781093,931.541918,140.749379,9.218282,20.478921,2.173034,79.212232,25.89795
2026-01-01 00:06:10,74,3,0.0,0.229096,14.98382,7.175476,1.821298,920.443298,131.665383,10.656361,20.989825,2.412269,78.174206,20.982836
2026-01-01 00:06:15,75,3,0.0,0.228086,15.159408,7.174908,1.835393,906.445259,154.67763,8.844126,21.445502,2.539227,82.810076,22.325519
2026-01-01 00:06:20,76,3,0.0,0.238496,15.018373,7.183276,1.692786,894.275241,138.718529,8.324126,19.378616,2.297801,90.004487,21.960867
2026-01-01 00:06:25,77,3,0.0,0.234704,15.088124,7.20519,1.756074,931.289018,139.286507,9.636459,20.49994,2.168386,90.473589,21.599324
2026-01-01 00:06:30,78,3,0.0,0.222877,15.03686,7.246366,1.742531,893.431963,142.820475,10.648839,17.797866,2.317583,89.063648,24.45672
2026-01-01 00:06:35,79,3,0.0,0.246908,15.118294,7.206562,1.769709,923.127558,143.804545,10.975142,20.215246,2.380703,86.371981,22.594468
2026-01-01 00:06:40,80,3,0.0,0.237597,15.250886,7.286578,1.652139,919.680039,148.87551,11.042453,19.091006,2.56404,86.341735,23.467041
2026-01-01 00:06:45,81,3,0.0,0.216132,15.272759,7.250841,1.806823,887.809906,133.056145,9.489161,20.955609,2.445717,80.305474,22.792142
2026-01-01 00:06:50,82,3,0.0,0.26085,15.362705,7.220425,1.731946,907.944424,154.854959,9.792395,20.639073,2.269102,87.38592,25.506621
